Boat Name,gear_type
Focus,Ring_net
Cheka nao,Longline
Kambi popote,Unknown
Mwene96,Longline
Itabaki stori,Ring_net
Kitango,Gillnet
Yatakwisha,Handline
ZinaMola,Handline
Salum Omar Khatib,Gillnet
Kitango,Gillnet
BinAyubu,Ring_net
Mustafa Makame Msina,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Cheka nao,Longline
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Shufaa,Gillnet
Hazal,Ring_net
Hazal,Ring_net
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
DUA 2,Unknown
DUA 2,Unknown
Muhsin,Ring_net
Muhsin,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Taysir,Ring_net
Taysir,Ring_net
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
Cheka nao,Longline
Cheka nao,Longline
Tanzilu,Ring_net
Arhama,Ring_net
Mashallah,Unknown
Hasbiyaallah,Ring_net
Kisuna,Ring_net
LAZIZI,Seine
Tatizo wao,Ring_net
Chumu Juma Rajab,Gillnet
Madengo mtuma,Longline
Nashukuru,Gillnet
Itabaki stori,Ring_net
Maokoto,Gillnet
Eejamani,Ring_net
Focus,Ring_net
Kambi popote,Unknown
Tizamani,Trap
Big up,Ring_net
Kisuna,Ring_net
ZinaMola,Handline
BinAyubu,Ring_net
Bora kazi,Longline
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
Eejamani,Ring_net
Big up,Ring_net
Sina haja,Handline
LAZIZI,Seine
Mustafa Makame Msina,Gillnet
Chumu Juma Rajab,Gillnet
Bora Miadi,Handline
Bora Miadi,Handline
Bora Miadi,Handline
Nashukuru,Gillnet
Madengo mtuma,Longline
BESENI,Gillnet
Bora kazi,Longline
Itabaki stori,Ring_net
Jitihada,Ring_net
Yatakwisha,Handline
Juma Ali Khamis,Longline
Tizamani,Trap
Asma Han,Handline
Asma Han,Handline
Mwene96,Longline
Salum Omar Khatib,Gillnet
Focus,Ring_net
Nashukuru,Gillnet
Zingatia,Unknown
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
Asma Han,Handline
ZinaMola,Handline
Hainashaka,Ring_net
Kambi popote,Unknown
Al Farooq,Handline
Yanini yote hayo,Ring_net
Al Farooq,Handline
LAZIZI,Seine
Kisuna,Ring_net
BinAyubu,Ring_net
Sina haja,Handline
Kilma moja,Trap
Nashukuru,Gillnet
Big up,Ring_net
Jitihada,Ring_net
Itabaki stori,Ring_net
Mustafa Makame Msina,Gillnet
Mustafa Makame Msina,Gillnet
Jitihada,Ring_net
Focus,Ring_net
Zingatia,Unknown
Kitango,Gillnet
Tizamani,Trap
Hainashaka,Ring_net
Juma Ali Khamis,Longline
Yanini yote hayo,Ring_net
Saluti Apewe Mama,Ring_net
Yatakwisha,Handline
ZinaMola,Handline
Asma Han,Handline
Kitango,Gillnet
Kambi popote,Unknown
BinAyubu,Ring_net
Kisuna,Ring_net
Big up,Ring_net
LAZIZI,Seine
Yatakwisha,Handline
Nashukuru,Gillnet
Zingatia,Unknown
Salum Omar Khatib,Gillnet
Mwene96,Longline
Yanini yote hayo,Ring_net
Tizamani,Trap
Juma Ali Khamis,Longline
Jitihada,Ring_net
Mwene96,Longline
Mustafa Makame Msina,Gillnet
Big up,Ring_net
ZinaMola,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Focus,Ring_net
Bora Miadi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kisuna,Ring_net
Sina haja,Handline
LAZIZI,Seine
Uzuri Ngamani,Handline
Al Farooq,Handline
Yatakwisha,Handline
Nashukuru,Gillnet
Juma Ali Khamis,Longline
Yanini yote hayo,Ring_net
Salum Omar Khatib,Gillnet
Jitihada,Ring_net
Mashallah,Unknown
Kilma moja,Trap
ZinaMola,Handline
Mustafa Makame Msina,Gillnet
Jitihada,Ring_net
Zingatia,Unknown
Kisuna,Ring_net
LAZIZI,Seine
Yatakwisha,Handline
Kambi popote,Unknown
Al Farooq,Handline
Yanini yote hayo,Ring_net
Tumuombe Mola,Handline
Kwa roho safi,Handline
Tizamani,Trap
Bora Miadi,Handline
Juma Ali Khamis,Longline
Mwene96,Longline
Jitihada,Ring_net
Zingatia,Unknown
ZinaMola,Handline
Nashukuru,Gillnet
Mustafa Makame Msina,Gillnet
Salum Omar Khatib,Gillnet
Kisuna,Ring_net
Al Farooq,Handline
LAZIZI,Seine
Mustafa Makame Msina,Gillnet
Sina haja,Handline
Yatakwisha,Handline
Tizamani,Trap
Kilma moja,Trap
Hainashaka,Ring_net
Bora Miadi,Handline
Juma Ali Khamis,Longline
Nashukuru,Gillnet
Zingatia,Unknown
Jitihada,Ring_net
Kwa roho safi,Handline
Salum Omar Khatib,Gillnet
ZinaMola,Handline
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Kilma moja,Trap
Al Farooq,Handline
Muomba Mungu Hachoki,Unknown
Kambi popote,Unknown
Mwene96,Longline
Hainashaka,Ring_net
Kambi popote,Unknown
Hainashaka,Ring_net
SEAZONE,Handline
Al Farooq,Handline
Uzuri Ngamani,Handline
Yanini yote hayo,Ring_net
Kilma moja,Trap
Tuimarike kengeja,Longline
Tizamani,Trap
Juma Ali Khamis,Longline
Yatakwisha,Handline
ZinaMola,Handline
Salum Omar Khatib,Gillnet
Zingatia,Unknown
Jitihada,Ring_net
Mustafa Makame Msina,Gillnet
Nashukuru,Gillnet
Muomba Mungu Hachoki,Unknown
Muomba Mungu Hachoki,Unknown
Kwa roho safi,Handline
Nashukuru,Gillnet
Mustafa Makame Msina,Gillnet
Al Farooq,Handline
Maokoto,Gillnet
Yatakwisha,Handline
Jitihada,Ring_net
Nashukuru,Gillnet
Tuimarike kengeja,Longline
Salum Omar Khatib,Gillnet
Yanini yote hayo,Ring_net
Muomba Mungu Hachoki,Unknown
Nashukuru,Gillnet
Mwene96,Longline
ZinaMola,Handline
Zingatia,Unknown
Tizamani,Trap
Shufaa,Gillnet
Shufaa,Gillnet
BinAyubu,Ring_net
Sina haja,Handline
Kocha,Longline
Kambi popote,Unknown
Kambi popote,Unknown
Maokoto,Gillnet
Haina shehe,Gillnet
Muomba Mungu Hachoki,Unknown
Kwa roho safi,Handline
Hainashaka,Ring_net
Kilma moja,Trap
Yanini yote hayo,Ring_net
Juma Ali Khamis,Longline
Nashukuru,Gillnet
Tuimarike kengeja,Longline
ZinaMola,Handline
Salum Omar Khatib,Gillnet
Jitihada,Ring_net
Kambi popote,Unknown
Zingatia,Unknown
Muomba Mungu Hachoki,Unknown
Shufaa,Gillnet
BinAyubu,Ring_net
Focus,Ring_net
Kocha,Longline
Moyo tulia,Longline
Haina shehe,Gillnet
Sina haja,Handline
Tatizo wao,Ring_net
Jitihada,Ring_net
Juma Ali Khamis,Longline
Yanini yote hayo,Ring_net
Kwa roho safi,Handline
Muomba Mungu Hachoki,Unknown
Hainashaka,Ring_net
Tizamani,Trap
ZinaMola,Handline
Mashallah,Unknown
Kisuna,Ring_net
Mustafa Makame Msina,Gillnet
Tuimarike kengeja,Longline
Salum Omar Khatib,Gillnet
Kisuna,Ring_net
Salum Omar Khatib,Gillnet
Yatakwisha,Handline
BinAyubu,Ring_net
Shufaa,Gillnet
Kocha,Longline
Haina shehe,Gillnet
Kambi popote,Unknown
Kambi popote,Unknown
Sina haja,Handline
Yanini yote hayo,Ring_net
Kwa roho safi,Handline
Kilma moja,Trap
Muomba Mungu Hachoki,Unknown
Tuimarike kengeja,Longline
Nashukuru,Gillnet
Salum Omar Khatib,Gillnet
ZinaMola,Handline
Zingatia,Unknown
Jitihada,Ring_net
Focus,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
BinAyubu,Ring_net
LAZIZI,Seine
Kocha,Longline
Fikra zao Mkoani,Ring_net
Al Farooq,Handline
Kisuna,Ring_net
Chumu Juma Rajab,Gillnet
MASHALLAH-Pelagic 393823,Unknown
Nashukuru,Gillnet
Mwene96,Longline
Mwene96,Longline
LAZIZI,Seine
Tizamani,Trap
Hasbiyaallah,Ring_net
Focus,Ring_net
Salum Omar Khatib,Gillnet
Jitihada,Ring_net
Hainashaka,Ring_net
Zingatia,Unknown
Segere,Gillnet
Mustafa Makame Msina,Gillnet
Hainashaka,Ring_net
Kisuna,Ring_net
BinAyubu,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Tatizo wao,Ring_net
Mwajirina,Ring_net
Hasbiyaallah,Ring_net
Tajiri mtoto,Ring_net
Mwajirina,Ring_net
Mwajirina,Ring_net
Tajiri mtoto,Ring_net
Tajiri mtoto,Ring_net
Tajiri mtoto,Ring_net
Mwajirina,Ring_net
Mwajirina,Ring_net
Tajiri mtoto,Ring_net
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Moyo tulia,Longline
Chumu Juma Rajab,Gillnet
Eejamani,Ring_net
Kocha,Longline
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Uwezi Jua,Seine
Ipo Nia,Handline
Ipo Nia,Handline
Ipo Nia,Handline
Ipo Nia,Handline
Ipo Nia,Handline
Ipo Nia,Handline
Ipo Nia,Handline
Ipo Nia,Handline
Sina haja,Handline
Fikra zenu,Gillnet
Fikra zenu,Gillnet
Fikra zenu,Gillnet
Taysir,Ring_net
Al Farooq,Handline
MASHALLAH-Pelagic 393823,Unknown
DUA 2,Unknown
Hasbiyaallah,Ring_net
SEAZONE,Handline
Hainashaka,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Niruhuda,Ring_net
Jema ni lipi,Ring_net
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Mashaallah,Ring_net
Mashaallah,Ring_net
Focus,Ring_net
Fikra zao Mkoani,Ring_net
ZinaMola,Handline
Shufaa,Gillnet
Nashukuru,Gillnet
LAZIZI,Seine
Kwa roho safi,Handline
BinAyubu,Ring_net
Haina shehe,Gillnet
Eejamani,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Fikra zao Mkoani,Ring_net
Kocha,Longline
Moyo tulia,Longline
Chumu Juma Rajab,Gillnet
Big up,Ring_net
Mustafa Makame Msina,Gillnet
Tatizo wao,Ring_net
MASHALLAH-Pelagic 393823,Unknown
Hasbiyaallah,Ring_net
Nashukuru,Gillnet
Tizamani,Trap
Kilma moja,Trap
Yanini yote hayo,Ring_net
Zingatia,Unknown
Mwene96,Longline
Jitihada,Ring_net
Salum Omar Khatib,Gillnet
Kisuna,Ring_net
Focus,Ring_net
Chumu Juma Rajab,Gillnet
SEAZONE,Handline
BinAyubu,Ring_net
Hasbiyaallah,Ring_net
Kocha,Longline
Juma Ali Khamis,Longline
Sina haja,Handline
Imani,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
ZinaMola,Handline
Nashukuru,Gillnet
Al Farooq,Handline
Jitihada,Ring_net
Zingatia,Unknown
Kisuna,Ring_net
Imani,Handline
Kwa roho safi,Handline
Kisuna,Ring_net
Kitango,Gillnet
BinAyubu,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
SEAZONE,Handline
Haina shehe,Gillnet
Yanini yote hayo,Ring_net
Mustafa Makame Msina,Gillnet
Tizamani,Trap
ZinaMola,Handline
Kilma moja,Trap
Yanini yote hayo,Ring_net
Kitango,Gillnet
Salum Omar Khatib,Gillnet
Jitihada,Ring_net
Nashukuru,Gillnet
Mashallah,Unknown
Yatakwisha,Handline
Nashukuru,Gillnet
Big up,Ring_net
Zingatia,Unknown
Fikra zao Mkoani,Ring_net
BinAyubu,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Haizuru Simai Haji,Handline
Saluti Apewe Mama,Ring_net
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Al Farooq,Handline
Al Farooq,Handline
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
DUA 2,Unknown
Ulezi kazi chole,Longline
Ulezi kazi chole,Longline
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Hazal,Ring_net
Hazal,Ring_net
Hazal,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Taysir,Ring_net
Taysir,Ring_net
DUA 2,Unknown
DUA 2,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Mashallah,Unknown
Baba Wawili,Handline
Al Farooq,Handline
DUA 2,Unknown
Maokoto,Gillnet
Sina haja,Handline
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Nashukuru,Gillnet
Fikra zao Mkoani,Ring_net
Fikra zao Mkoani,Ring_net
Fikra zao Mkoani,Ring_net
Fikra zao Mkoani,Ring_net
Fikra zao Mkoani,Ring_net
Fikra zao Mkoani,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Sina haja,Handline
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Ulezi Kazi,Unknown
Ulezi Kazi,Unknown
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Saluti Apewe Mama,Ring_net
Ulezi Kazi,Unknown
Ulezi Kazi,Unknown
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Bora kazi,Longline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Tumuombe Mola,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Jema ni lipi,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Hazal,Ring_net
SEAZONE,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
LAZIZI,Seine
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Ndo Wale Wale,Gillnet
Hazal,Ring_net
Hazal,Ring_net
Hazal,Ring_net
Hazal,Ring_net
Hazal,Ring_net
Hazal,Ring_net
Tumuombe Mola,Handline
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Big up,Ring_net
Arhama,Ring_net
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Suleiman Shariff Haji,Longline
Imani,Handline
Imani,Handline
Segere,Gillnet
Segere,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Kambi popote,Unknown
Segere,Gillnet
Segere,Gillnet
Chumu Juma Rajab,Gillnet
Segere,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Sina haja,Handline
SEAZONE,Handline
Moyo tulia,Longline
Moyo tulia,Longline
Moyo tulia,Longline
Moyo tulia,Longline
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Taysir,Ring_net
Hazal,Ring_net
Zam Zam,Ring_net
Angalia Mbele,Ring_net
Angalia Mbele,Ring_net
Hazal,Ring_net
Hazal,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Eejamani,Ring_net
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
LAZIZI,Seine
LAZIZI,Seine
Shujai hana kishindo,Handline
Shujai hana kishindo,Handline
Tajiri mtoto,Ring_net
Tumuombe Mola,Handline
Yatakwisha,Handline
Yatakwisha,Handline
Cheka nao,Longline
Cheka nao,Longline
Cheka nao,Longline
Cheka nao,Longline
Cheka nao,Longline
Cheka nao,Longline
Cheka nao,Longline
Cheka nao,Longline
Suleiman Shariff Haji,Longline
LAZIZI,Seine
LAZIZI,Seine
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
LAZIZI,Seine
LAZIZI,Seine
LAZIZI,Seine
Hazal,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Hasbiyaallah,Ring_net
Mashaallah,Ring_net
Mashaallah,Ring_net
Tajiri mtoto,Ring_net
Tajiri mtoto,Ring_net
SEAZONE,Handline
Zam Zam,Ring_net
Zam Zam,Ring_net
Zam Zam,Ring_net
Tajiri mtoto,Ring_net
Tajiri mtoto,Ring_net
Tajiri mtoto,Ring_net
Tajiri mtoto,Ring_net
Kisuna,Ring_net
Big up,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Big up,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Kisuna,Ring_net
Jamila,Handline
Moyo tulia,Longline
Moyo tulia,Longline
Moyo tulia,Longline
Imani,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Bora Miadi,Handline
Bora Miadi,Handline
Chumu Juma Rajab,Gillnet
Kambi popote,Unknown
Kambi popote,Unknown
Chumu Juma Rajab,Gillnet
Chumu Juma Rajab,Gillnet
Segere,Gillnet
Segere,Gillnet
Al Farooq,Handline
SEAZONE,Handline
Baba Wawili,Handline
Baba Wawili,Handline
SEAZONE,Handline
Suleiman Shariff Haji,Longline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Baba Wawili,Handline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Suleiman Shariff Haji,Longline
Muhsin,Ring_net
Muhsin,Ring_net
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Imani,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Jamila,Handline
Hasbiyaallah,Ring_net
SEAZONE,Handline
Focus,Ring_net
Focus,Ring_net
Imani,Handline
Imani,Handline
Jamila,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Kwa roho safi,Handline
Al Farooq,Handline
Kisuna,Ring_net
Kitango,Gillnet
Kitango,Gillnet
Kitango,Gillnet
